stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\kalvi\Downloads\Allegro_Window\x64\Debug\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.12249] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12254] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12261] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12267] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12273] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12278] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12285] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12290] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12297] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12303] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12309] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12315] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12322] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12328] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12334] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12340] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12347] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12352] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12359] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12365] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12371] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12377] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12383] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12389] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12395] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12401] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12407] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12413] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12419] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12425] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12432] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12438] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12444] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12450] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12456] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12463] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12469] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12474] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12481] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12487] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12493] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12499] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12506] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12511] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12518] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12524] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12531] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12537] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12543] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12549] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12556] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12562] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12569] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12575] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12581] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12587] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12594] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12600] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12607] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12613] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12619] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12625] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12632] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12637] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12644] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12650] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12656] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12662] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12669] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12674] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12681] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12686] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12693] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12698] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12705] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12710] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12716] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12722] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12729] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12735] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12741] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.12754] Trying format 8.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.12831] Chose a display format: 23
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.12838] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.15725] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:816  d3d_create_device                [   0.16187] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:821  d3d_create_device                [   0.16255] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:826  d3d_create_device                [   0.16904] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:832  d3d_create_device                [   0.17148] CreateDevice failed: D3DERR_INVALIDCALL
d3d      I         d3d_disp.cpp:911  d3d_destroy_display              [   0.17163] destroying display 000001F549DFF5A0 (current 0000000000000000)
d3d      D         d3d_disp.cpp:895  d3d_destroy_display_internals    [   0.17177] waiting for display 000001F549DFF5A0's thread to end
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.17194] Resumed after wait.
d3d      I         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.17203] Format 0 failed.
d3d      D         d3d_disp.cpp:1717 d3d_create_display_internals     [   0.17368] d3d_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1718 d3d_create_display_internals     [   0.17490] win_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.17503] al_display  = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.17515] Trying format 17.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.17692] Chose a display format: 23
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.17705] Normal window.
d3d      I         d3d_disp.cpp:788  d3d_create_device                [   0.19784] Chose depth stencil format 75
d3d      D         d3d_disp.cpp:816  d3d_create_device                [   0.20161] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:821  d3d_create_device                [   0.20206] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:826  d3d_create_device                [   0.20430] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:832  d3d_create_device                [   0.20718] CreateDevice failed: D3DERR_INVALIDCALL
d3d      I         d3d_disp.cpp:911  d3d_destroy_display              [   0.20734] destroying display 000001F549DFF5A0 (current 0000000000000000)
d3d      D         d3d_disp.cpp:895  d3d_destroy_display_internals    [   0.20746] waiting for display 000001F549DFF5A0's thread to end
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.20779] Resumed after wait.
d3d      I         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.20787] Format 1 failed.
d3d      D         d3d_disp.cpp:1717 d3d_create_display_internals     [   0.20922] d3d_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1718 d3d_create_display_internals     [   0.20951] win_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.20961] al_display  = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.20991] Trying format 26.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.21445] Chose a display format: 23
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.21538] Normal window.
d3d      I         d3d_disp.cpp:788  d3d_create_device                [   0.23634] Chose depth stencil format 77
d3d      D         d3d_disp.cpp:816  d3d_create_device                [   0.23952] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:821  d3d_create_device                [   0.24078] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:826  d3d_create_device                [   0.24294] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:832  d3d_create_device                [   0.24546] CreateDevice failed: D3DERR_INVALIDCALL
d3d      I         d3d_disp.cpp:911  d3d_destroy_display              [   0.24564] destroying display 000001F549DFF5A0 (current 0000000000000000)
d3d      D         d3d_disp.cpp:895  d3d_destroy_display_internals    [   0.24588] waiting for display 000001F549DFF5A0's thread to end
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.24602] Resumed after wait.
d3d      I         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.24612] Format 2 failed.
d3d      D         d3d_disp.cpp:1717 d3d_create_display_internals     [   0.24784] d3d_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1718 d3d_create_display_internals     [   0.24795] win_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.24802] al_display  = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.24809] Trying format 35.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.24939] Chose a display format: 23
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.24948] Normal window.
d3d      I         d3d_disp.cpp:788  d3d_create_device                [   0.26628] Chose depth stencil format 80
d3d      D         d3d_disp.cpp:816  d3d_create_device                [   0.26986] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:821  d3d_create_device                [   0.27088] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:826  d3d_create_device                [   0.27301] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:832  d3d_create_device                [   0.27554] CreateDevice failed: D3DERR_INVALIDCALL
d3d      I         d3d_disp.cpp:911  d3d_destroy_display              [   0.27639] destroying display 000001F549DFF5A0 (current 0000000000000000)
d3d      D         d3d_disp.cpp:895  d3d_destroy_display_internals    [   0.27736] waiting for display 000001F549DFF5A0's thread to end
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.27746] Resumed after wait.
d3d      I         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.27789] Format 3 failed.
d3d      D         d3d_disp.cpp:1717 d3d_create_display_internals     [   0.28080] d3d_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1718 d3d_create_display_internals     [   0.28132] win_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.28188] al_display  = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.28209] Trying format 44.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.28602] Chose a display format: 13
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.28621] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.30262] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:816  d3d_create_device                [   0.30601] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:821  d3d_create_device                [   0.30835] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:826  d3d_create_device                [   0.31124] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:832  d3d_create_device                [   0.31324] CreateDevice failed: D3DERR_INVALIDCALL
d3d      I         d3d_disp.cpp:911  d3d_destroy_display              [   0.31334] destroying display 000001F549DFF5A0 (current 0000000000000000)
d3d      D         d3d_disp.cpp:895  d3d_destroy_display_internals    [   0.31346] waiting for display 000001F549DFF5A0's thread to end
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.31354] Resumed after wait.
d3d      I         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.31361] Format 4 failed.
d3d      D         d3d_disp.cpp:1717 d3d_create_display_internals     [   0.31506] d3d_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1718 d3d_create_display_internals     [   0.31515] win_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.31521] al_display  = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.31528] Trying format 53.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.31609] Chose a display format: 13
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.31638] Normal window.
d3d      I         d3d_disp.cpp:788  d3d_create_device                [   0.33294] Chose depth stencil format 75
d3d      D         d3d_disp.cpp:816  d3d_create_device                [   0.33555] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:821  d3d_create_device                [   0.33569] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:826  d3d_create_device                [   0.33798] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:832  d3d_create_device                [   0.34023] CreateDevice failed: D3DERR_INVALIDCALL
d3d      I         d3d_disp.cpp:911  d3d_destroy_display              [   0.34161] destroying display 000001F549DFF5A0 (current 0000000000000000)
d3d      D         d3d_disp.cpp:895  d3d_destroy_display_internals    [   0.34190] waiting for display 000001F549DFF5A0's thread to end
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.34211] Resumed after wait.
d3d      I         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.34218] Format 5 failed.
d3d      D         d3d_disp.cpp:1717 d3d_create_display_internals     [   0.34469] d3d_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1718 d3d_create_display_internals     [   0.34491] win_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.34497] al_display  = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.34503] Trying format 62.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.34859] Chose a display format: 13
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.34898] Normal window.
d3d      I         d3d_disp.cpp:788  d3d_create_device                [   0.36626] Chose depth stencil format 77
d3d      D         d3d_disp.cpp:816  d3d_create_device                [   0.36880] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:821  d3d_create_device                [   0.36895] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:826  d3d_create_device                [   0.37131] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:832  d3d_create_device                [   0.37357] CreateDevice failed: D3DERR_INVALIDCALL
d3d      I         d3d_disp.cpp:911  d3d_destroy_display              [   0.37374] destroying display 000001F549DFF5A0 (current 0000000000000000)
d3d      D         d3d_disp.cpp:895  d3d_destroy_display_internals    [   0.37385] waiting for display 000001F549DFF5A0's thread to end
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.37397] Resumed after wait.
d3d      I         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.37432] Format 6 failed.
d3d      D         d3d_disp.cpp:1717 d3d_create_display_internals     [   0.37592] d3d_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1718 d3d_create_display_internals     [   0.37601] win_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.37608] al_display  = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.37619] Trying format 71.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.37959] Chose a display format: 13
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.38008] Normal window.
d3d      I         d3d_disp.cpp:788  d3d_create_device                [   0.39603] Chose depth stencil format 80
d3d      D         d3d_disp.cpp:816  d3d_create_device                [   0.39948] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:821  d3d_create_device                [   0.39979] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:826  d3d_create_device                [   0.40319] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:832  d3d_create_device                [   0.40529] CreateDevice failed: D3DERR_INVALIDCALL
d3d      I         d3d_disp.cpp:911  d3d_destroy_display              [   0.40538] destroying display 000001F549DFF5A0 (current 0000000000000000)
d3d      D         d3d_disp.cpp:895  d3d_destroy_display_internals    [   0.40547] waiting for display 000001F549DFF5A0's thread to end
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.40555] Resumed after wait.
d3d      I         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.40562] Format 7 failed.
d3d      D         d3d_disp.cpp:1717 d3d_create_display_internals     [   0.40696] d3d_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1718 d3d_create_display_internals     [   0.40703] win_display = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.40709] al_display  = 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.40715] Trying format 7.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.40804] Chose a display format: 23
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.40836] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.42326] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:849  d3d_create_device                [   0.53910] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:857  d3d_create_device                [   0.53925] Success
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.53947] Resumed after wait.
d3d      I         d3d_disp.cpp:1734 d3d_create_display_internals     [   0.53961] Format 7 succeeded.
d3d      D         d3d_disp.cpp:1765 d3d_create_display_internals     [   0.53970] Returning d3d_display: 000001F549DFF5A0
d3d      D         d3d_disp.cpp:1790 d3d_create_display_locked        [   0.53980] al_display=000001F549DFF5A0
d3d      D         d3d_disp.cpp:1791 d3d_create_display_locked        [   0.53995] al_display->vt=000001F54B875E10
dtor     D               dtor.c:196  _al_register_destructor          [   0.54072] added dtor for bitmap 000001F54C0F0350, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.54207] added dtor for bitmap 000001F54C0F0920, func 00007FFCF5641186
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.54887] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.55124] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.55145] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.55152] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.55159] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.55167] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.55174] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.55190] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.55213] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.55221] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.55228] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.55234] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.55240] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.55357] added dtor for bitmap 000001F54C0F0730, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55398] added dtor for sub_bitmap 000001F54C0F0D00, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55410] added dtor for sub_bitmap 000001F54C0F0B10, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55417] added dtor for sub_bitmap 000001F54C0F10E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55424] added dtor for sub_bitmap 000001F54C0F0540, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55433] added dtor for sub_bitmap 000001F54C23A0F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55440] added dtor for sub_bitmap 000001F54C239D10, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55450] added dtor for sub_bitmap 000001F54C239B20, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55463] added dtor for sub_bitmap 000001F54C2387C0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55470] added dtor for sub_bitmap 000001F54C239930, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55478] added dtor for sub_bitmap 000001F54C23A2E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55485] added dtor for sub_bitmap 000001F54C2389B0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55491] added dtor for sub_bitmap 000001F54C239550, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55497] added dtor for sub_bitmap 000001F54C239740, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55505] added dtor for sub_bitmap 000001F54C239F00, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55512] added dtor for sub_bitmap 000001F54C238BA0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55518] added dtor for sub_bitmap 000001F54C23A4D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55525] added dtor for sub_bitmap 000001F54C238D90, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55537] added dtor for sub_bitmap 000001F54C238F80, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55595] added dtor for sub_bitmap 000001F54C239170, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55608] added dtor for sub_bitmap 000001F54C239360, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55616] added dtor for sub_bitmap 000001F54C23CB20, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55637] added dtor for sub_bitmap 000001F54C23E450, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.55649] added dtor for sub_bitmap 000001F54C23CF00, func 00007FFCF5641186
